GENUS.SPECIES,DORMANCY.CLASS
Echium vulgare,PD
Eclipta alba,PD
Eclipta prostrata,ND
Eclipta prostrata,PD
Ectrosia leporina,PD
Edmondia sesamoides,PD
Egletes viscosa,PD
Ehretia acuminata,PD
Ehretia anacua,PD
Ehretia cymosa,PD
Ehretia laevis,PD
Ehretia laevis,PD
Ehretia tinifolia,PD
Ehrharta calycina,PD
Eichhornia crassipes,PD
Ekebergia capensis,ND
Ekebergia capensis,PD
Ekebergia capensis,PD
Ekebergia senegalensis,ND
Elaeagnus angustifolia,PD
Elaeagnus angustifolia,PD
Elaeagnus commutata,PD
Elaeagnus latifolia,PD
Elaeagnus umbellata,PD
Elaeis guineensis,MPD
Elaeocarpus angustifolius,PD
Elaeocarpus bifidus,PD
Elaeocarpus bracteanus,PD
Elaeocarpus dentatus,PD
Elaeocarpus floribundus,PD
Elaeocarpus floribundus,PD
Elaeocarpus grandis,PD
Elaeocarpus hookerianus,PD
Elaeocarpus japonicus,PD
Elaeocarpus lanceifolius,PD
Elaeocarpus multiflorus,PD
Elaeocarpus nitentifolius,PD
Elaeocarpus oblongus,PD
Elaeocarpus petiolatus,PD
Elaeocarpus prunifolius,PD
Elaeocarpus stipularis,PD
Elaeocarpus sylvestris,PD
Elaeocarpus sylvestris,PD
Elaeocarpus tuberculatus,PD
Elaeodendron glaucum,ND
Elaeoluma glabrescens,ND
Elaeophorbia grandifolia,ND
Elateriospermum tapos,ND
Elatine americana,PD
Elegia cuspidata,PD
Elegia fenestrata,PD
Elegia filacea,PD
Elegia persistens,PD
Eleocharis acicularis,PD
Eleocharis acuta,PD
Eleocharis cellulosa,PD
Eleocharis coloradoensis,PD
Eleocharis dietrichiana,PD
Eleocharis keigheryi,PD
Eleocharis obtusa,PD
Eleocharis palustris,PD
Eleocharis pusilla,PD
Eleocharis sphacelata,PD
Eleocharis wichurae,PD
Elephantopus carolinianus,PD
Elephantopus mollis,PD
Elephantorrhiza elephantina,PY
Elettaria cardamomum,PD
Eleusine coracana,ND
Eleusine indica,ND
Eleusine indica,PD
Eleusine indica,PD
Eleusine indica,PD
Eleutherococcus senticosus,MPD
Elliottia racemosa,PD
Elsholtzia densa,PD
Elsholtzia fruticosa,PD
Elymus atratus,ND
Elymus baaystachyus,PD
Elymus canadensis,PD
Elymus cinereus,PD
Elymus cylindricus,PD
Elymus dahuricus,ND
Elymus dahuricus,ND
Elymus excelsus,ND
Elymus glaucus,ND
Elymus junceus,PD
Elymus nutans,ND
Elymus patagonicus,PD
Elymus pilosa,PD
Elymus repens,PD
Elymus scabrifolius,ND
Elymus sibiricus,PD
Elymus spectabilis,PD
Elymus tangutorum,PD
Elymus trichodes,PD
Elymus villosus,PD
Elymus villosus,PD
Elymus virginicus,PD
Elymus virginicus,PD
Elyonurus adustus,ND
Elytropappus rhinocerotis,PD
Elytropus chilensis,PD
Embelia amentacea,PD
Embelia pacifica,PD
Emblica officinalis,PD
Embothrium coccineum,PD
Emex australis,PD
Emex spinosa,PD
Emilia sonchifolia,ND
Emilia sonchifolia,ND
Emilia sonchifolia,PD
Eminium koenenianum,MPD
Emmenanthe penduliflora,PD
Emmotum nitens,PD
Emmotum nitens,PD
Empetrum hermaphorditum,PD
Empetrum nigrum,PD
Empetrum rubrum,PD
Enantia polycarpa,MPD
Encelia farinosa,PD
Encelia virginensis,PD
Encholirium heloisae,ND
Encholirium magalhaesii,ND
Encholirium pedicellatum,ND
Encholirium reflexum,ND
Encholirium scrutor,ND
Encholirium subsecundum,ND
Enchylaena tomentosa,PD
Enchylaena tomentosa,PD
Endiandra bessaphila,ND
Endiandra cowleyana,PD
Endiandra leptodendron,ND
Endiandra longipedicellata,ND
Endiandra loorain,PD
Endlicheria paniculata,PD
Endonema retziodes,PD
Endopleura uchi,PD
Endospermum chinense,PD
Endospermum malaccense,PD
Endotricha taiensis,PD
Engelhardtia fenzelii,ND
Engelhardtia fenzelii,PD
Engelhardtia roxburghiana,ND
Engelhardtia roxburghiana,ND
Engelhardtia spicata,ND
Engelmannia pinnatifida,PD
Enhalus acoroides,ND
Enkianthus quinqueflorus,ND
Enneapogon avenaceus,PD
Enneapogon brachystachyus,ND
Enneapogon cylindricus,PD
Enneapogon ovina,PD
Enneapogon pallidus,PD
Enneapogon polyphyllus,PD
Enneapogon rubra,PD
Enneapogon sulcata,PD
Ensete ventricosum,ND
Ensete ventricosum,PD
Entada abyssinica,PY
Entada africana,PY
Entada gigas,PY
Entada gigas,PY
Entada polyphylla,ND
Entada polystachya,PY
Entada pursaetha,PY
Entada pursaetha,PY
Entandrophragma angolense,PD
Entandrophragma bussei,ND
Entandrophragma bussei,PD
Entandrophragma candollei,ND
Entandrophragma cylindricum,ND
Entandrophragma excelsum,ND
Entandrophragma excelsum,PD
Entandrophragma utile,ND
Enterolobium contortisiliquum,PY
Enterolobium cyclocarpum,PY
Enterolobium cyclocarpum,PY
Enterolobium cyclocarpum,PY
Enterolobium ellipticum,PY
Enterolobium gummiferum,PY
Enterolobium maximum,PY
Enterolobium schomburgkii,PY
Enterolobium schomburgkii,PY
Enteropogon ramosus,PD
Entolasia stricta,PD
Epacris impressa,PD
Epacris obtusifolia,PD
Epacris purpurascens,PD
Epacris stuartii,PD
Epacris tasmanica,PD
Ephedra equisetina,PD
Ephedra intermedia,PD
Ephedra monosperma,PD
Ephedra nevadensis,PD
Ephedra nevadensis,PD
Ephedra przewalskii,PD
Ephedra viridis,PD
Ephedra viridis*,PD
Epilobium amurense,PD
Epilobium angustifolium,PD
Epilobium hirsutum,ND
Epilobium montanum,ND
Epilobium palustre,PD
Epilobium paniculatum,PD
Epilobium pyrricholophym,ND
Epilobium royleanum,ND
Epiphyllum phyllanthus,ND
Epithelantha micromeris,PD
Eragrostis atropioides,ND
Eragrostis benthamii,PD
Eragrostis cilianensis,PD
Eragrostis curvula,PD
Eragrostis deflexa,ND
Eragrostis dielsii,PD
Eragrostis dielsii,PD
Eragrostis elongata,PD
Eragrostis eriopoda,PD
Eragrostis gangetica,ND
Eragrostis gangetica,PD
Eragrostis hypnoides,PD
Eragrostis leptocarpa,PD
Eragrostis leptostachya,PD
Eragrostis neomexicana,PD
Eragrostis nigra,PD
Eragrostis pilosa,PD
Eragrostis schweinfurthii,PD
Eragrostis setifolia,PD
Eragrostis spectabilis,PD
Eragrostis superba,PD
Eragrostis trichodes,PD
Eranthis hiemalis,MPD
Erechtites hieracifolia,PD
Eremaea beaufortioides,PD
Eremanthus elaeagnus,PD
Eremanthus glomeratus,PD
Eremanthus incanus,ND
Eremoluma williamii,PD
Eremophila alternifolia,PD
Eremophila caerulea,PD
Eremophila chamaephila,PD
Eremophila cuneifolia,PD
Eremophila decipiens,PD
Eremophila denticulata,PD
Eremophila gilesii,PD
Eremophila glabra,PD
Eremophila lactea,PD
Eremophila longifolia,PD
Eremophila macmillaniana,PD
Eremophila maculata,PD
Eremophila maculata,PD
Eremophila microtheca,PD
Eremophila nivea,PD
Eremophila oldfieldii,PD
Eremophila pinnatifida,PD
Eremophila punicea,PD
Eremophila resinosa,PD
Eremophila scaberula,PD
Eremophila subteretifolia,PD
Eremophila veneta,PD
Eremophila viscida,PD
Eremopyrum distans,PD
Eremosparton songoricum,PY
Erepsia anceps,PD
Eriachne ciliata,PD
Eriachne mucronata,PD
Eriachne obtusa,PD
Eriachne triseta,PD
Erianthus griffithii,PD
Erianthus ravennae,PD
Eriastrum diffusum,PD
Erica andevalensis,PD
Erica arborea,PD
Erica australis,PD
Erica baccans,PD
Erica canaliculata,PD
Erica clavisepala,PD
Erica curvirostris,PD
Erica deflexa,PD
Erica ericoides,PD
Erica glauca,PD
Erica grata,PD
Erica junonia,PD
Erica longifolia,PD
Erica lusitanica,PD
Erica nudiflora,PD
Erica oatesii,PD
Erica perlata,PD
Erica phylicifolia,PD
Erica plukenettii,PD
Erica sessiliflora,PD
Erica spectabilis,PD
Erica tetralix,PD
Erica thomae,PD
Erica tumida,PD
Erica vagans,PD
Ericameria austrotexana,ND
Erigenia bulbosa,MPD
Erigeron acer,ND
Erigeron annuus,ND
Erigeron decumbens,PD
Erigeron fernandezianus,PD
Erigeron modestus,PD
Erigeron philadelphicus,ND
Erigeron speciosa,ND
Erigeron sumatrensis,ND
Eriobotrya bengalensis,ND
Eriobotrya bengalensis,PD
Eriobotrya fragans,PD
Eriobotrya indica,PD
Eriobotrya japonica,PD
Eriocaulon septangulare,PD
Eriochloa nubica,PD
Eriochloa villosa,PD
Eriocoelum pungens,ND
Eriodictyon crassifolium,MPD
Eriodictyon crassifolium,PD
Erioglossum edule,ND
Eriogonum abertianum,ND
Eriogonum alatum,ND
Eriogonum bicolor,PD
Eriogonum brevicaule,PD
Eriogonum cinereum,ND
Eriogonum corymbosum,PD
Eriogonum crocatum,PD
Eriogonum elongatum,ND
Eriogonum fasciculatum,PD
Eriogonum fasciculatum,PD
Eriogonum gracile,PD
Eriogonum heracleoides,PD
Eriogonum jamesii,PD
Eriogonum ovalifolium,ND
Eriogonum parvifolium,PD
Eriogonum racemosum,ND
Eriogonum shockleyi,PD
Eriogonum umbellatum,PD
Eriogonum umbellatum,PD
Eriogonum wrightii,PD
Eriophorum latifolium,PD
Eriophyllum lanatum,PD
Eriophyllum lanosum,PD
Eriophyllum wallacei,PD
Eriotheca candolleana,ND
Eriotheca gracilipes,ND
Eriotheca gracilipes,ND
Eriotheca pubescens,ND
Erisma calcaratum,ND
Erisma calcaratum,PD
Erisma fuscum,ND
Erisma uncinatum,PD
Erithalis fruticosa,ND
Erithalis fruticosa,PD
Erodium botrys,PY
Erodium cicutarium,PY
Erodium cicutarium,PY
Erodium laciniata,PY
Erodium macrophyllum,PY
Erodium malachoides,PY
Erodium moschatum,PY
Erodium stephanianum,PY
Erophila verna,PD
Eruca vesicaria,ND
Eruca vesicaria,PD
Erycibe griffithii,ND
Erycibe henryi,ND
Erymophyllum ramosum,PD
Eryngium armatum,MPD
Eryngium creticum*,MPD
Eryngium maritimum,MPD
Eryngium petiolatum,MD
Eryngium yuccifolium,MPD
Erysimum cheiranthoides,PD
Erysimum crepidifolium,ND
Erysimum scoparium,PD
Erysimum scoparium,PD
Erythea armata,MPD
Erythea brandegeei,MPD
Erythea edulis,MPD
Erythrina abyssinica,PY
Erythrina brucei,PY
Erythrina burana,PY
Erythrina burttii,PY
Erythrina caffra,PY
Erythrina caffra,PY
Erythrina edulis,ND
Erythrina falcata,ND
Erythrina flabelliformis,PY
Erythrina fusca,ND
Erythrina fusca,ND
Erythrina glauca,ND
Erythrina herbacea,PY
Erythrina indica,PD
Erythrina lysistemon,PY
Erythrina mildbraedii,ND
Erythrina mulungu,ND
Erythrina mulungu,ND
Erythrina orientalis,PY
Erythrina poeppigiana,ND
Erythrina rubrinervia,PY
Erythrina sandwicensis,PY
Erythrina speciosa,PY
Erythrina speciosa,PY
Erythrina stricta,PY
Erythrina subumbrans,PY
Erythrina variegata,ND
Erythrina variegata,PY
Erythrina variegata,PY
Erythrina velutina,PY
Erythrina verna,ND
Erythrina verspertilio,PY
Erythrina vespertilio,PY
Erythrina vogelii,ND
Erythronium albidum,MPD
Erythronium americanum,MPD
Erythronium grandiflorum,MPD
Erythronium hendersonii,MPD
Erythronium japonicum,MPD
Erythronium oreganum,MPD
Erythronium oregonum,MPD
Erythronium revolutum,MPD
Erythronium rostratum,MPD
Erythronium tuolumnense,MPD
Erythrophleum chlorostachys,ND
Erythrophleum chlorostachys,PY
Erythrophleum fordii,ND
Erythrophleum fordii,PY
Erythrophleum ivorense,PY
Erythroxylon aurelatum,ND
Erythroxylon ovalifolium,ND
Erythroxylum campinense,ND
Erythroxylum cuneatum,PD
Erythroxylum mannii,ND
Erythroxylum ovalifolium,ND
Erythroxylum pruinosum,PD
Erythroxylum rotundifolium,ND
Erythroxylum tortuosum,PD
Escallonia pulverulenta,MPD
Escallonia rubra,MD
Eschscholzia californica,MPD
Eschweilera coriacea,PD
Eschweilera longipes,ND
Eschweilera orora,ND
Eschweilera ovalifolia,PD
Eschweilera ovata,PD
Eschweilera subglandulosa,ND
Eschweilera tenuifolia,ND
Eschweilera tenuifolia,PD
Escobaria runyonii,PD
Esenbeckia febrifuga,ND
Esenbeckia grandiflora,ND
Esenbeckia leiocarpa,ND
Esenbeckia pumila,ND
Espeletia schultzii,PD
Espeletia timotensis,ND
Eucalpytus accedens,ND
Eucalpytus acies,ND
Eucalpytus apodophylla,ND
Eucalpytus astringens,ND
Eucalpytus baxteri,ND
Eucalpytus benthamii,ND
Eucalpytus blakelyi,ND
Eucalpytus brevistylis,ND
Eucalpytus brockwayi,ND
Eucalpytus calophylla,ND
Eucalpytus camaldulensis,ND
Eucalpytus cladocalyx,ND
Eucalpytus coronata,ND
Eucalpytus crucis,ND
Eucalpytus cypelllocarpa,ND
Eucalpytus dalrympleana,ND
Eucalpytus deanei,ND
Eucalpytus diversicolor,ND
Eucalpytus diversifolia,ND
Eucalpytus dives,PD
Eucalpytus dumosa,ND
Eucalpytus dundasii,ND
Eucalpytus erythocorys,ND
Eucalpytus ficifolia,ND
Eucalpytus glaucina,PD
Eucalpytus gomphocephala,ND
Eucalpytus guilfoylei,ND
Eucalpytus incrassata,ND
Eucalpytus insularis,ND
Eucalpytus jacksonii,ND
Eucalpytus langleyi,PD
Eucalpytus lehmanii,ND
Eucalpytus leucoxylon,ND
Eucalpytus loxophleba,ND
Eucalpytus macarthurii,ND
Eucalpytus macrocarpa,ND
Eucalpytus magnificata,ND
Eucalpytus marginata,ND
Eucalpytus mckieana,PD
Eucalpytus megacarpa,ND
Eucalpytus melliodora,ND
Eucalpytus merrickiae,ND
Eucalpytus nicholii,ND
Eucalpytus obliqua,ND
Eucalpytus occidentalis,ND
Eucalpytus oleosa,ND
Eucalpytus oreades,ND
Eucalpytus oresbia,PD
Eucalpytus ovata,ND
Eucalpytus patens,ND
Eucalpytus pauciflora,PD
Eucalpytus platydisca,ND
Eucalpytus polybractea,ND
Eucalpytus preissiana,ND
Eucalpytus pulverulenta,ND
Eucalpytus pumila,ND
Eucalpytus radiata,ND
Eucalpytus redunca,ND
Eucalpytus regnans,ND
Eucalpytus rhodantha,ND
Eucalpytus rubida,ND
Eucalpytus rudis,ND
Eucalpytus salmonophloia,ND
Eucalpytus salubris,ND
Eucalpytus sargentii,ND
Eucalpytus sieberi,ND
Eucalpytus sturgissiana,ND
Eucalpytus subcrenulata,ND
Eucalpytus tetragona,ND
Eucalpytus viminalis,ND
Eucalpytus wandoo,ND
Eucalpytus youmannii,PD
Eucalyptus acmenoides,ND
Eucalyptus agglomerata,ND
Eucalyptus alba,ND
Eucalyptus albens,ND
Eucalyptus amygdalina,ND
Eucalyptus andrewsii,ND
Eucalyptus angophoroides,ND
Eucalyptus approximans,PD
Eucalyptus aquatica,ND
Eucalyptus argophloia,ND
Eucalyptus badjensis,ND
Eucalyptus baileyana,ND
Eucalyptus bigalerita,ND
Eucalyptus bleeseri,ND
Eucalyptus bosistoana,ND
Eucalyptus botryoides,ND
Eucalyptus brassiana,ND
Eucalyptus brookeriana,ND
Eucalyptus camaldulensis,ND
Eucalyptus camaldulensis,ND
Eucalyptus cambageana,ND
Eucalyptus cameronii,ND
Eucalyptus camfieldii,PD
Eucalyptus canaliculata,ND
Eucalyptus cannonii,PD
Eucalyptus cloeziana,ND
Eucalyptus cloeziana,PD
Eucalyptus corticosa,ND
Eucalyptus crebra,ND
Eucalyptus dalrympleana,ND
Eucalyptus decorticans,ND
Eucalyptus deglupta,ND
Eucalyptus delegatensis,ND
Eucalyptus dichromophloia,ND
Eucalyptus dunnii,ND
Eucalyptus elata,ND
Eucalyptus eugenioides,ND
Eucalyptus exerta,ND
Eucalyptus ferruginea,ND
Eucalyptus fibrosa,ND
Eucalyptus foelscheana,ND
Eucalyptus fraxinoides,ND
Eucalyptus gamophylla,ND
Eucalyptus glaucescens,ND
Eucalyptus globoidea,ND
Eucalyptus globulus,ND
Eucalyptus goniocalyx,ND
Eucalyptus grandis,ND
Eucalyptus gunniii,ND
Eucalyptus jensenii,ND
Eucalyptus johnstonii,ND
Eucalyptus largiflorens,ND
Eucalyptus leptophleba,ND
Eucalyptus longifolia,ND
Eucalyptus maculata,ND
Eucalyptus maculata,ND
Eucalyptus melanophloia,ND
Eucalyptus microcorys,ND
Eucalyptus microtheca,ND
Eucalyptus microtheca,PD
Eucalyptus miniata,ND
Eucalyptus miniata,ND
Eucalyptus moluccana,ND
Eucalyptus muelleriana,ND
Eucalyptus nesophila,ND
Eucalyptus nitida,ND
Eucalyptus paniculata,ND
Eucalyptus parramattensis,PD
Eucalyptus pellita,ND
Eucalyptus phoenicea,ND
Eucalyptus pilularis,ND
Eucalyptus populnea,ND
Eucalyptus porrecta,ND
Eucalyptus porrecta,PD
Eucalyptus propinqua,ND
Eucalyptus ptychocarpa,ND
Eucalyptus pulchella,ND
Eucalyptus punctata,ND
Eucalyptus pyrocarpa,ND
Eucalyptus quadrangulata,ND
Eucalyptus resinifera,ND
Eucalyptus robusta,ND
Eucalyptus rossii,ND
Eucalyptus rubida,ND
Eucalyptus rummeryi,ND
Eucalyptus saligna,ND
Eucalyptus sideroxylum,ND
Eucalyptus sieberi,ND
Eucalyptus smithii,ND
Eucalyptus sphaerocarpa,ND
Eucalyptus sphaerocarpa,PD
Eucalyptus tectifica,ND
Eucalyptus tenuiramis,ND
Eucalyptus tereticornis,ND
Eucalyptus tereticornis,ND
Eucalyptus tetrapleura,ND
Eucalyptus tetrodonta,ND
Eucalyptus thozetiana,ND
Eucalyptus umbra,ND
Eucalyptus umbrawarrensis,ND
Eucalyptus urophylla,ND
Eucalyptus victrix,ND
Eucalyptus woollsiana,ND
Euclea crispa,PD
Euclea undulata,PD
Eucomis autumnalis,MPD
Eucryphia cordifolia,ND
Eucryphia cordifolia,PD
Eucryphia glandulosa,ND
Eucryphia lucida,PD
Eugeissona tristis,MPD
Eugenia albiflora,ND
Eugenia albiflora,PD
Eugenia aquae,ND
Eugenia biflora,PD
Eugenia borinquensis,PD
Eugenia brasiliensis,ND
Eugenia brasiliensis,ND
Eugenia brasiliensis,PD
Eugenia calviflora,PD
Eugenia capuli,PD
Eugenia cinerea,ND
Eugenia cinerea,PD
Eugenia claviflora,ND
Eugenia copacabanensis,PD
Eugenia cumingiana,PD
Eugenia cumini,ND
Eugenia densiflora,ND
Eugenia dyeriana,PD
Eugenia dysenterica,ND
Eugenia dysenterica,PD
Eugenia fruticosa,PD
Eugenia glabra,PD
Eugenia glazioviana,ND
Eugenia graeme-andersoniae,ND
Eugenia grandis,ND
Eugenia grata,PD
Eugenia griffithii,PD
Eugenia handroana,PD
Eugenia involucrata,ND
Eugenia involucrata,PD
Eugenia jambolana,ND
Eugenia jambos,ND
Eugenia jambos,PD
Eugenia leitonii,PD
Eugenia ligustrina,PD
Eugenia malaccensis,ND
Eugenia maleolens,PD
Eugenia maleolens,PD
Eugenia microcalyx,PD
Eugenia neonitida,ND
Eugenia neonitida,PD
Eugenia nesiotica,PD
Eugenia oerstedeana,PD
Eugenia operculata,ND
Eugenia ovalifolia,PD
Eugenia patrisii,ND
Eugenia polyantha,ND
Eugenia pyriformis,ND
Eugenia reinwardtiana,PD
Eugenia rhombea,PD
Eugenia rostrifolia,ND
Eugenia rotundifolia,PD
Eugenia smithii,MD
Eugenia sonderiana,PD
Eugenia spicata,ND
Eugenia stahlii,PD
Eugenia stipitata,PD
Eugenia sulcata,ND
Eugenia sulcata,PD
Eugenia tetragona,ND
Eugenia umbelliflora,PD
Eugenia uniflora,ND
Eugenia uniflora,ND
Eugenia uniflora,ND
Eugenia uniflora,PD
Eugenia uvalha,ND
Eugenia uvalha,ND
Eugenia uvalha,PD
Eulalia fulva,PD
Eulalia trispicata,PD
Euodia elleryana,ND
Euodia elleryana,PD
Euodia elleryana,PD
Euodia glabra,PD
Euodia xanthoxyloides,PD
Euonymus alatus,PD
Euonymus americana,PD
Euonymus atropurpureusW,PD
Euonymus europaeus,PD
Euonymus japonicus,ND
Euonymus maackii,PD
Euonymus nanoides,PD
Euonymus occidentalis,PD
Euonymus pendulus,PD
Euonymus phellomanus,PD
Euonymus porphyreus,PD
Euonymus przwalskii,PD
Euonymus sacrosaneta,PD
Euonymus sanguineus,PD
Euonymus similis,PD
Euonymus tingens,ND
Euonymus tingens,PD
Euonymus verrucosa,PD
Eupatorium adenophorum,PD
Eupatorium adenophorum,PD
Eupatorium cannabinum,PD
Eupatorium cannabinum,PD
Eupatorium fistulosum,PD
Eupatorium havanense,ND
Eupatorium japonicum,PD
Eupatorium laevigatum,PD
Eupatorium odoratum,ND
Eupatorium pauciflorum,PD
Eupatorium perfoliatum,PD
Eupatorium perfoliatum,PD
Eupatorium perfoliatum,PD
Eupatorium purpureum,PD
Eupatorium purpureum,PD
Eupatorium purpureum,PD
Euphorbia acanthothamnos,PD
Euphorbia adenochlora,PD
Euphorbia boetica,PD
Euphorbia caducifolia,ND
Euphorbia characias,PD
Euphorbia corollata,PD
Euphorbia dendroides,ND
Euphorbia dracunculoides,PD
Euphorbia escula,PD
Euphorbia exigua,PD
Euphorbia geniculata,ND
Euphorbia geniculata,PD
Euphorbia haeleeleana,ND
Euphorbia helioscopia,PD
Euphorbia helioscopia,PD
Euphorbia hirta,ND
Euphorbia hirta,PD
Euphorbia humifusa,PD
Euphorbia maculata (supina),PD
Euphorbia marginata,PD
Euphorbia nicaeensis,ND
Euphorbia peplus,PD
Euphorbia platyphyllos,PD
Euphorbia polycarpa,PD
Euphorbia polycarpa,PD
Euphoria longan,ND
Euphrasia regelii,PD
Euplassa incana,ND
Euptelea pleiospermum,MPD
Eurya acuminata,PD
Eurya acuminata,PD
Eurya acuminata,PD
Eurya chinensis,PD
Eurya japonica,PD
Eurya nitida,PD
Eurya nitida,PD
Eurya sandwicensis,PD
Eurycoma longifolia,PD
Euryops linearis,PD
Euryops multifidus,PD
Euryops speciosissimus,PD
Euscaphis japonica,PD
Eustoma grandiflorum,PD
Eutaxia microphylla,PY
Euterpe edulis,MD
Euterpe globosa,MPD
Euterpe oleracea,MD
Euterpe oleracea,MPD
Euterpe precatoria,MPD
Euzomodendron bourgaeanum,ND
Euzomodendron bourgaeanum,PD
Evax multicaulis,PD
Evolvulus alsinoides,PY
Evolvulus alsinoides,PY
Evolvulus pilosus,PY
Excoecaria agallocha,ND
Excoecaria bussei,ND
Exocarpos gaudichaudii,MPD
Exocarpus sparteus,MPD
Exostema caribaeum,ND
Eysenhardtia polystachya,ND
Eysenhardtia polystachya,PY
Fagara macrophylla,PD
Fagara parvifoliola,PD
Fagara rubescens,PD
Fagonia arabica,PD
Fagonia cretica,PD
Fagopyrum tataricum,PD
Fagopyrum tataricum,PD
Fagraea fragrans,ND
Fagus grandifolia,PD
Fagus mexicana,PD
Fagus orientalis,PD
Fagus sylvatica,PD
Fahrenheitia pendula,ND
Faidherbia albida,PY
Falcaria vulgaris,MPD
Fallopia aubertii j,PD
Fallugia paradoxa,PD
Faramea affinis,PD
Faramea occidentalis,PD
Faramea sp.,PD
Fargesia demissa,PD
Fargesia nitida,PD
Fargesia setosa,PD
Farsetia aegyptia,ND
Farsetia aegyptia,PD
Fascicularis bicolor,PD
Fatoua villosa,ND
Felicia clavipilosa,PD
Felicia echinata,ND
Ferdinandusa elliptica,PD
Ferocactus flavovirens,ND
Ferocactus hamatacactus,ND
Ferocactus histrix,ND
Ferocactus latispinus,PD
Ferocactus peninsulae,ND
Ferocactus recurvusc,PD
Ferocactus robustusc,PD
Ferocactus wislizeni,PD
Ferula assa-foetida,MPD
Ferula ferulioides,MPD
Ferula gummosa,MPD
Ferula songorica,MPD
Festuca extremiorientalis,PD
Festuca gigantea,PD
Festuca idahoensis,PD
Festuca kirilowii,PD
Festuca modesta,PD
Festuca nitidula,PD
Festuca octoflora,PD
Festuca ovina,PD
Festuca paniculata,PD
Festuca rubra,PD
