"SITE","PLOT","BIOMASS","TREATMENT","PACKET","TYPE","SPECIES","ID","FINAL.STATUS","FINAL.STATUS.NA","FINAL.STATUS.NO.NA"
"DF","2","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","PISY",10,0,NA,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","RHGL",1,1,1,1
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","RHGL",2,1,1,1
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","RHGL",3,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","RHGL",4,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","RHGL",5,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","SYRIN",1,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","SYRIN",2,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","SYRIN",3,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",1,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",2,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",3,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",4,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",5,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",6,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",7,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",8,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",9,0,0,0
"DF","2","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","PISY",10,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","RHGL",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","RHGL",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","RHGL",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","RHGL",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","RHGL",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","SYRIN",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","SYRIN",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","SYRIN",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",6,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",7,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",8,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",9,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
proximal","No dormancy","PISY",10,0,NA,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","RHGL",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","RHGL",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","RHGL",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","RHGL",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physical dormancy","RHGL",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","SYRIN",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","SYRIN",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","Physiological dormancy","SYRIN",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",1,1,1,1
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",2,1,1,1
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",3,1,1,1
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",6,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",7,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",8,0,0,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",9,0,NA,0
"DF","3","High biomass","Herbivore exclusion","Bank
adjacent","No dormancy","PISY",10,0,NA,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","RHGL",1,1,1,1
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","RHGL",2,1,1,1
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","RHGL",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","RHGL",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","RHGL",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","SYRIN",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","SYRIN",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","SYRIN",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",6,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",7,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",8,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",9,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
adjacent","No dormancy","PISY",10,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","RHGL",1,1,1,1
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","RHGL",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","RHGL",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","RHGL",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","RHGL",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","SYRIN",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","SYRIN",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","SYRIN",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",1,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",2,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",3,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",4,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",5,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",6,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",7,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",8,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",9,0,0,0
"DF","3","High biomass","Herbivore exclusion","Rain
proximal","No dormancy","PISY",10,0,NA,0
"DF","4","High biomass","Open","Bank
proximal","Physical dormancy","RHGL",1,0,0,0
"DF","4","High biomass","Open","Bank
proximal","Physical dormancy","RHGL",2,0,0,0
"DF","4","High biomass","Open","Bank
proximal","Physical dormancy","RHGL",3,0,0,0
"DF","4","High biomass","Open","Bank
proximal","Physical dormancy","RHGL",4,0,0,0
"DF","4","High biomass","Open","Bank
proximal","Physical dormancy","RHGL",5,0,NA,0
"DF","4","High biomass","Open","Bank
proximal","Physiological dormancy","SYRIN",1,0,0,0
"DF","4","High biomass","Open","Bank
proximal","Physiological dormancy","SYRIN",2,0,0,0
"DF","4","High biomass","Open","Bank
proximal","Physiological dormancy","SYRIN",3,0,NA,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",1,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",2,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",3,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",4,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",5,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",6,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",7,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",8,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",9,0,0,0
"DF","4","High biomass","Open","Bank
proximal","No dormancy","PISY",10,0,NA,0
"DF","4","High biomass","Open","Bank
adjacent","Physical dormancy","RHGL",1,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","Physical dormancy","RHGL",2,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","Physical dormancy","RHGL",3,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","Physical dormancy","RHGL",4,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","Physical dormancy","RHGL",5,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","Physiological dormancy","SYRIN",1,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","Physiological dormancy","SYRIN",2,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","Physiological dormancy","SYRIN",3,0,NA,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",1,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",2,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",3,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",4,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",5,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",6,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",7,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",8,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",9,0,0,0
"DF","4","High biomass","Open","Bank
adjacent","No dormancy","PISY",10,0,NA,0
"DF","4","High biomass","Open","Rain
adjacent","Physical dormancy","RHGL",1,1,1,1
"DF","4","High biomass","Open","Rain
adjacent","Physical dormancy","RHGL",2,1,1,1
"DF","4","High biomass","Open","Rain
adjacent","Physical dormancy","RHGL",3,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","Physical dormancy","RHGL",4,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","Physical dormancy","RHGL",5,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","Physiological dormancy","SYRIN",1,1,1,1
"DF","4","High biomass","Open","Rain
adjacent","Physiological dormancy","SYRIN",2,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","Physiological dormancy","SYRIN",3,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",1,1,1,1
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",2,NA,NA,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",3,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",4,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",5,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",6,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",7,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",8,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",9,0,0,0
"DF","4","High biomass","Open","Rain
adjacent","No dormancy","PISY",10,0,0,0
"DF","4","High biomass","Open","Rain
proximal","Physical dormancy","RHGL",1,0,0,0
"DF","4","High biomass","Open","Rain
proximal","Physical dormancy","RHGL",2,0,0,0
"DF","4","High biomass","Open","Rain
proximal","Physical dormancy","RHGL",3,0,0,0
"DF","4","High biomass","Open","Rain
proximal","Physical dormancy","RHGL",4,0,NA,0
"DF","4","High biomass","Open","Rain
proximal","Physical dormancy","RHGL",5,0,NA,0
"DF","4","High biomass","Open","Rain
proximal","Physiological dormancy","SYRIN",1,0,0,0
"DF","4","High biomass","Open","Rain
proximal","Physiological dormancy","SYRIN",2,0,NA,0
"DF","4","High biomass","Open","Rain
proximal","Physiological dormancy","SYRIN",3,0,NA,0
"DF","4","High biomass","Open","Rain
proximal","No dormancy","PISY",1,0,0,0
"DF","4","High biomass","Open","Rain
proximal","No dormancy","PISY",2,0,0,0
"DF","4","High biomass","Open","Rain
proximal","No dormancy","PISY",3,0,NA,0
