"DATE","SITE","TREATMENT","TRAP","Genus.species","DormancyClass","Dispersal","Seeds"
"6/1/19","DF","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","OS","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","OS","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","DF","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","GG","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","WP","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","WP","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","WP","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","DF","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","DF","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","GG","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","GG","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","GG","MME","B","Apiaceae sp. 1","PD","Epizoochory",2
"7/21/19","WP","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","DF","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",2
"10/21/19","DF","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","OS","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","WP","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","DF","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","GG","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","GG","MME","A","Apiaceae sp. 1","PD","Epizoochory",14
"6/1/19","GG","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","WP","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","GG","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","OS","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","GG","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","OS","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","DF","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","OS","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","OS","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","GG","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","DF","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"6/1/19","GG","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","WP","MME","A","Apiaceae sp. 1","PD","Epizoochory",8
"6/1/19","OS","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","OS","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","GG","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","OS","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","GG","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","DF","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","WP","MME","B","Apiaceae sp. 1","PD","Epizoochory",2
"6/1/19","DF","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","OS","MME","A","Apiaceae sp. 1","PD","Epizoochory",3
"5/6/19","DF","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","OS","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","OS","MME","B","Apiaceae sp. 1","PD","Epizoochory",1
"10/21/19","DF","MME","B","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","GG","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","WP","MME","A","Apiaceae sp. 1","PD","Epizoochory",3
"10/21/19","WP","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",3
"10/21/19","WP","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","DF","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","OS","MME","B","Apiaceae sp. 1","PD","Epizoochory",1
"10/21/19","OS","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"5/6/19","GG","CONTROL","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","DF","MME","A","Apiaceae sp. 1","PD","Epizoochory",0
"7/21/19","DF","MME","B","Apiaceae sp. 1","PD","Epizoochory",1
"5/6/19","GG","CONTROL","B","Apiaceae sp. 1","PD","Epizoochory",0
"10/21/19","DF","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","WP","MME","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","GG","MME","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","GG","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","DF","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","DF","MME","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","DF","MME","B","Euphorbiaceae sp.",NA,NA,0
"10/21/19","GG","MME","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","GG","MME","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","DF","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","GG","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","WP","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","GG","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","OS","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","OS","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","WP","MME","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","GG","MME","A","Euphorbiaceae sp.",NA,NA,0
"5/6/19","WP","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","GG","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","DF","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","OS","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","OS","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"5/6/19","OS","MME","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","DF","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","OS","MME","A","Euphorbiaceae sp.",NA,NA,0
"5/6/19","WP","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","OS","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","DF","MME","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","WP","MME","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","GG","MME","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","GG","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","GG","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","GG","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","GG","MME","A","Euphorbiaceae sp.",NA,NA,0
"5/6/19","DF","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","WP","MME","B","Euphorbiaceae sp.",NA,NA,0
"10/21/19","OS","MME","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","DF","MME","A","Euphorbiaceae sp.",NA,NA,2
"5/6/19","OS","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","DF","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","OS","MME","A","Euphorbiaceae sp.",NA,NA,0
"5/6/19","GG","MME","A","Euphorbiaceae sp.",NA,NA,0
"5/6/19","WP","MME","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","DF","MME","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","WP","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","DF","MME","B","Euphorbiaceae sp.",NA,NA,0
"10/21/19","WP","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","GG","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"10/21/19","OS","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","WP","MME","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","DF","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"10/21/19","DF","MME","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","OS","MME","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","GG","MME","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","DF","MME","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","OS","MME","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","WP","CONTROL","B","Euphorbiaceae sp.",NA,NA,0
"10/21/19","WP","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"10/21/19","WP","MME","A","Euphorbiaceae sp.",NA,NA,0
"6/1/19","OS","MME","B","Euphorbiaceae sp.",NA,NA,0
"5/6/19","OS","MME","B","Euphorbiaceae sp.",NA,NA,0
"7/21/19","WP","MME","B","Euphorbiaceae sp.",NA,NA,0
"6/1/19","OS","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","WP","CONTROL","A","Euphorbiaceae sp.",NA,NA,0
"7/21/19","GG","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","DF","CONTROL","A","Scleria sp. 2","PD","Endozoochory",1
"5/6/19","WP","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","OS","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","GG","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","DF","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","GG","MME","A","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","GG","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","WP","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","GG","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","GG","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","DF","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","DF","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","OS","MME","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","OS","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","OS","MME","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","OS","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","DF","MME","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","GG","MME","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","GG","MME","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","WP","MME","A","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","WP","MME","A","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","GG","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","WP","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","OS","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","GG","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","WP","MME","B","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","DF","MME","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","DF","MME","A","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","DF","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","DF","MME","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","DF","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","WP","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","OS","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","WP","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","WP","MME","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","DF","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","GG","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","OS","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","OS","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","OS","MME","A","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","DF","MME","A","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","OS","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","OS","MME","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","WP","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","WP","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","OS","MME","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","OS","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","DF","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","OS","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","DF","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","GG","MME","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","OS","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","GG","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","GG","CONTROL","A","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","WP","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","WP","MME","A","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","WP","CONTROL","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","GG","MME","B","Scleria sp. 2","PD","Endozoochory",0
"5/6/19","DF","MME","A","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","GG","MME","A","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","DF","MME","B","Scleria sp. 2","PD","Endozoochory",0
"7/21/19","WP","MME","B","Scleria sp. 2","PD","Endozoochory",0
"6/1/19","WP","MME","B","Scleria sp. 2","PD","Endozoochory",0
"10/21/19","WP","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","OS","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","GG","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","GG","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","OS","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","OS","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","DF","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","DF","MME","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","WP","MME","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","GG","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","OS","MME","A","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","OS","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","GG","MME","A","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","DF","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","WP","MME","B","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","OS","MME","A","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","DF","MME","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","WP","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","DF","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","DF","MME","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","OS","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","OS","MME","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","DF","MME","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","WP","MME","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","GG","MME","A","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","WP","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","DF","MME","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","OS","MME","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","DF","MME","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","DF","CONTROL","A","Anemochory sp. 3","ND","Anemochory",74
"10/21/19","OS","MME","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","GG","MME","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","GG","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","WP","MME","B","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","DF","MME","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","OS","MME","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","WP","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","WP","MME","A","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","GG","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","GG","MME","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","WP","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","WP","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","WP","MME","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","WP","MME","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","GG","MME","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","DF","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","OS","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","GG","MME","B","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","WP","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","OS","MME","B","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","GG","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","WP","MME","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","DF","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","OS","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","OS","MME","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","GG","MME","A","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","DF","MME","B","Anemochory sp. 3","ND","Anemochory",0
"7/21/19","GG","MME","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","WP","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","GG","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","DF","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"6/1/19","DF","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","OS","CONTROL","A","Anemochory sp. 3","ND","Anemochory",0
"5/6/19","GG","CONTROL","B","Anemochory sp. 3","ND","Anemochory",0
"10/21/19","DF","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","WP","MME","A","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","DF","MME","B","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","WP","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","DF","MME","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","GG","CONTROL","B","Anemochory sp. 1","ND","Anemochory",2
"6/1/19","DF","MME","A","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","DF","MME","B","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","DF","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","DF","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","WP","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","WP","MME","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","OS","CONTROL","B","Anemochory sp. 1","ND","Anemochory",1
"6/1/19","WP","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","GG","CONTROL","A","Anemochory sp. 1","ND","Anemochory",2
"7/21/19","DF","MME","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","OS","CONTROL","A","Anemochory sp. 1","ND","Anemochory",3
"10/21/19","GG","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","OS","MME","A","Anemochory sp. 1","ND","Anemochory",1
"10/21/19","DF","MME","A","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","WP","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","DF","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","OS","MME","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","OS","MME","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","GG","MME","B","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","OS","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","DF","MME","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","WP","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","GG","MME","A","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","WP","MME","A","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","WP","MME","A","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","GG","CONTROL","B","Anemochory sp. 1","ND","Anemochory",1
"10/21/19","OS","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","GG","MME","B","Anemochory sp. 1","ND","Anemochory",1
"6/1/19","WP","MME","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","OS","MME","B","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","WP","MME","B","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","DF","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","WP","MME","B","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","GG","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","DF","MME","B","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","GG","MME","A","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","OS","MME","B","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","OS","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","WP","MME","A","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","GG","MME","A","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","WP","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","GG","MME","B","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","GG","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","WP","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","GG","MME","B","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","OS","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"7/21/19","DF","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","DF","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","GG","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","OS","MME","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","WP","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","OS","CONTROL","A","Anemochory sp. 1","ND","Anemochory",35
"6/1/19","OS","MME","B","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","DF","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"5/6/19","GG","MME","A","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","OS","MME","A","Anemochory sp. 1","ND","Anemochory",0
"10/21/19","GG","CONTROL","A","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","OS","CONTROL","B","Anemochory sp. 1","ND","Anemochory",0
"6/1/19","OS","MME","A","Unknown hard seed","PY",NA,0
"5/6/19","DF","MME","B","Unknown hard seed","PY",NA,1
"6/1/19","DF","CONTROL","B","Unknown hard seed","PY",NA,0
"6/1/19","DF","CONTROL","A","Unknown hard seed","PY",NA,0
"6/1/19","WP","CONTROL","B","Unknown hard seed","PY",NA,0
"5/6/19","GG","CONTROL","A","Unknown hard seed","PY",NA,0
"6/1/19","OS","MME","B","Unknown hard seed","PY",NA,0
"6/1/19","DF","MME","B","Unknown hard seed","PY",NA,0
"6/1/19","GG","CONTROL","B","Unknown hard seed","PY",NA,0
"6/1/19","DF","MME","A","Unknown hard seed","PY",NA,0
"5/6/19","GG","MME","B","Unknown hard seed","PY",NA,0
"10/21/19","GG","CONTROL","B","Unknown hard seed","PY",NA,0
"10/21/19","OS","MME","A","Unknown hard seed","PY",NA,0
"7/21/19","WP","CONTROL","B","Unknown hard seed","PY",NA,0
"5/6/19","OS","CONTROL","B","Unknown hard seed","PY",NA,0
"5/6/19","OS","MME","A","Unknown hard seed","PY",NA,0
"6/1/19","WP","CONTROL","A","Unknown hard seed","PY",NA,0
"10/21/19","GG","MME","A","Unknown hard seed","PY",NA,0
"7/21/19","DF","MME","B","Unknown hard seed","PY",NA,0
"5/6/19","WP","MME","A","Unknown hard seed","PY",NA,0
"6/1/19","WP","MME","A","Unknown hard seed","PY",NA,0
"10/21/19","WP","MME","A","Unknown hard seed","PY",NA,0
"7/21/19","WP","MME","B","Unknown hard seed","PY",NA,0
"6/1/19","WP","MME","B","Unknown hard seed","PY",NA,0
"5/6/19","OS","MME","B","Unknown hard seed","PY",NA,0
"10/21/19","WP","MME","B","Unknown hard seed","PY",NA,0
"7/21/19","OS","CONTROL","A","Unknown hard seed","PY",NA,0
"10/21/19","DF","MME","A","Unknown hard seed","PY",NA,3
"10/21/19","GG","CONTROL","A","Unknown hard seed","PY",NA,0
"7/21/19","DF","CONTROL","B","Unknown hard seed","PY",NA,0
"10/21/19","OS","CONTROL","B","Unknown hard seed","PY",NA,0
"5/6/19","OS","CONTROL","A","Unknown hard seed","PY",NA,0
"6/1/19","GG","CONTROL","A","Unknown hard seed","PY",NA,0
"10/21/19","DF","MME","B","Unknown hard seed","PY",NA,0
"6/1/19","GG","MME","A","Unknown hard seed","PY",NA,0
"10/21/19","WP","CONTROL","B","Unknown hard seed","PY",NA,0
"10/21/19","GG","MME","B","Unknown hard seed","PY",NA,0
"7/21/19","DF","CONTROL","A","Unknown hard seed","PY",NA,0
"10/21/19","OS","CONTROL","A","Unknown hard seed","PY",NA,0
"5/6/19","WP","CONTROL","A","Unknown hard seed","PY",NA,0
"6/1/19","OS","CONTROL","B","Unknown hard seed","PY",NA,0
"6/1/19","GG","MME","B","Unknown hard seed","PY",NA,0
"5/6/19","DF","CONTROL","B","Unknown hard seed","PY",NA,0
"10/21/19","DF","CONTROL","B","Unknown hard seed","PY",NA,1
"10/21/19","OS","MME","B","Unknown hard seed","PY",NA,0
"7/21/19","OS","CONTROL","B","Unknown hard seed","PY",NA,0
"7/21/19","WP","CONTROL","A","Unknown hard seed","PY",NA,0
"7/21/19","OS","MME","B","Unknown hard seed","PY",NA,0
"7/21/19","GG","CONTROL","B","Unknown hard seed","PY",NA,0
"5/6/19","GG","MME","A","Unknown hard seed","PY",NA,0
"5/6/19","GG","CONTROL","B","Unknown hard seed","PY",NA,0
"10/21/19","DF","CONTROL","A","Unknown hard seed","PY",NA,0
"7/21/19","DF","MME","A","Unknown hard seed","PY",NA,0
"6/1/19","OS","CONTROL","A","Unknown hard seed","PY",NA,0
