"Rounded.date","Site","Treatment","Carrion","Exclusion","Genus.species","DormancyClass","Cover"
2019-06-02,"OS","CO","Low","Open","Lolium perenne","PD",0
2019-05-05,"OS","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-05-05,"WP","CH","Low","Herbivore","Lamiaceae sp",NA,0
2019-04-21,"WP","MO","High","Open","Croton sp","PD",0
2019-04-21,"WP","MO","High","Open","Dalea purpurea","PY",0
2019-04-21,"WP","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2019-05-05,"OS","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-05-05,"OS","MS","High","Scavenger","Eragrostis curtipedicellata","PD",0
2019-05-05,"OS","MS","High","Scavenger","Eryngium leavenworthii","PD",0
2019-06-02,"OS","MH","High","Herbivore","Agalinis heterophylla","PD",0
2019-05-05,"OS","MS","High","Scavenger","Eriogonum longifolium","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Allium sp","PD",0
2019-05-05,"WP","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-05-05,"OS","MS","High","Scavenger","Evax verna","PD",0
2019-06-02,"OS","CO","Low","Open","Pyrrhopappus carolinianus","PD",0
2019-06-02,"OS","MH","High","Herbivore","Aristida purpurea_Aristida purpurascens",NA,0.13
2019-05-05,"OS","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-05-05,"OS","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-05-05,"OS","MS","High","Scavenger","Hedeoma drummondii",NA,0
2019-05-05,"OS","MS","High","Scavenger","Helianthus hirsutus","PD",0
2019-05-05,"OS","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-05-05,"WP","CS","Low","Scavenger","Bothriochloa ischaemum","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Bothriochloa laguroides","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Bothriochloa saccharoides","PD",0
2019-04-21,"WP","MO","High","Open","Lesquerella sp","PD",0
2019-05-05,"WP","CH","Low","Herbivore","Stylosanthes biflora","PY",0
2019-05-05,"WP","CH","Low","Herbivore","Thelesperma filifolium",NA,0.25
2019-06-02,"OS","MH","High","Herbivore","Trifolium sp","PY",0.13
2019-05-05,"OS","MS","High","Scavenger","Lolium perenne","PD",0
2019-05-05,"WP","CH","Low","Herbivore","Tragia ramosa",NA,0.06
2019-04-21,"WP","MO","High","Open","Lamiaceae sp",NA,0
2019-04-21,"WP","MO","High","Open","Bryophyta sp",NA,0
2019-04-21,"WP","MO","High","Open","Nassella leucotricha","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-05-05,"OS","MS","High","Scavenger","Non plant",NA,0.38
2019-06-02,"OS","MH","High","Herbivore","Eryngium leavenworthii","PD",0
2019-06-02,"OS","MH","High","Herbivore","Erigeron sp","ND",0
2019-05-05,"OS","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-05-05,"WP","CS","Low","Scavenger","Eriogonum longifolium","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Erioneuron pilosum",NA,0
2019-06-02,"WP","CH","Low","Herbivore","Ambrosia psilostachya","PD",0
2019-07-21,"OS","CO","Low","Open","Apiaceae sp","PD",0
2019-07-21,"OS","CO","Low","Open","Aristida purpurea_Aristida purpurascens",NA,0.06
2019-06-02,"OS","MH","High","Herbivore","Glandularia bipinnatifida","PD",0
2019-05-05,"OS","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-05-05,"OS","MS","High","Scavenger","Cassia marilandica","PY",0
2019-05-05,"OS","MS","High","Scavenger","Packera obovata","ND",0
2019-06-02,"OS","MH","High","Herbivore","Hymenopappus tenuifolius",NA,0
2019-06-02,"WP","CH","Low","Herbivore","Bothriochloa ischaemum","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Krameria lanceolata","PD",0
2019-04-21,"WP","MO","High","Open","Sisyrinchium sp","PD",0
2019-04-21,"WP","MO","High","Open","Solidago sp","PD",0
2019-04-21,"WP","MO","High","Open","Sporobolus compositus","PD",0
2019-06-02,"WP","CH","Low","Herbivore","Castilleja sp","PD",0
2019-06-02,"OS","MH","High","Herbivore","Lobelia sp","PD",0
2019-06-02,"OS","MH","High","Herbivore","Lolium perenne","PD",0
2019-06-02,"WP","CH","Low","Herbivore","Convolvulus equitans","PY",0
2019-04-21,"WP","MO","High","Open","Tragia ramosa",NA,0.13
2019-04-21,"WP","MO","High","Open","Unknown plant",NA,0
2019-05-05,"WP","REF","Reference","Herbivore","Dalea purpurea","PY",0
2019-04-21,"WP","MO","High","Open","Verbena halei","PD",0
2019-05-05,"OS","MS","High","Scavenger","Vicia sp","PY",0
2019-05-05,"OS","MS","High","Scavenger","Oxalis sp","ND",0
2019-06-02,"OS","MH","High","Herbivore","Opuntia sp","PD",0.06
2019-06-02,"OS","MS","High","Scavenger","Agalinis heterophylla","PD",0
2019-06-02,"WP","CH","Low","Herbivore","Eriogonum longifolium","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Panicum sp","PD",0.13
2019-06-02,"WP","CH","Low","Herbivore","Chamaesyce sp",NA,0
2019-06-02,"OS","MS","High","Scavenger","Andropogon sp","PD",0
2019-07-21,"OS","CO","Low","Open","Gaura sp","PD",0
2019-06-02,"OS","MH","High","Herbivore","Sabatia campestris","PD",0
2019-06-02,"OS","MS","High","Scavenger","Asclepias asperula","ND",0
2019-06-02,"OS","MS","High","Scavenger","Asclepias verticillata","PD",0
2019-06-02,"OS","MH","High","Herbivore","Packera obovata","ND",0
2019-06-02,"OS","MH","High","Herbivore","Setaria sp","PD",0
2019-06-02,"OS","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2019-05-05,"WP","CS","Low","Scavenger","Sida sp","PY",0
2019-05-05,"WP","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2019-05-05,"WP","MO","High","Open","Bothriochloa saccharoides","PD",0
2019-05-05,"WP","REF","Reference","Herbivore","Lesquerella sp","PD",0
2019-06-02,"WP","CH","Low","Herbivore","Linum sp","PD",0
2019-06-02,"OS","MS","High","Scavenger","Cirsium texanum","PD",0
2019-06-02,"OS","MS","High","Scavenger","Trifolium sp","PY",0
2019-06-02,"OS","MS","High","Scavenger","Convolvulus equitans","PY",0.06
2019-05-05,"WP","CS","Low","Scavenger","Tragia ramosa",NA,0
2019-05-05,"WP","MO","High","Open","Croton sp","PD",0
2019-05-05,"WP","MO","High","Open","Dalea purpurea","PY",0
2019-05-05,"WP","REF","Reference","Herbivore","Nassella leucotricha","PD",0.06
2019-06-02,"OS","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-06-02,"OS","MS","High","Scavenger","Eragrostis curtipedicellata","PD",0
2019-06-02,"OS","MS","High","Scavenger","Eryngium leavenworthii","PD",0
2019-07-21,"OS","MH","High","Herbivore","Agalinis heterophylla","PD",0
2019-06-02,"OS","MS","High","Scavenger","Eriogonum longifolium","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Allium sp","PD",0
2019-06-02,"WP","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-06-02,"OS","MS","High","Scavenger","Evax verna","PD",0
2019-07-21,"OS","CO","Low","Open","Pyrrhopappus carolinianus","PD",0
2019-07-21,"OS","MH","High","Herbivore","Aristida purpurea_Aristida purpurascens",NA,0
2019-06-02,"OS","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-06-02,"OS","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-06-02,"OS","MS","High","Scavenger","Hedeoma drummondii",NA,0
2019-06-02,"OS","MS","High","Scavenger","Helianthus hirsutus","PD",0
2019-06-02,"OS","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-06-02,"WP","CS","Low","Scavenger","Bothriochloa ischaemum","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Bothriochloa laguroides","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Bothriochloa saccharoides","PD",0
2019-05-05,"WP","MO","High","Open","Lesquerella sp","PD",0
2019-06-02,"WP","CH","Low","Herbivore","Stylosanthes biflora","PY",0
2019-06-02,"WP","CH","Low","Herbivore","Thelesperma filifolium",NA,0.38
2019-07-21,"OS","MH","High","Herbivore","Trifolium sp","PY",0
2019-06-02,"OS","MS","High","Scavenger","Lolium perenne","PD",0
2019-06-02,"WP","CH","Low","Herbivore","Tragia ramosa",NA,0.06
2019-05-05,"WP","MO","High","Open","Lamiaceae sp",NA,0
2019-05-05,"WP","MO","High","Open","Bryophyta sp",NA,0
2019-05-05,"WP","MO","High","Open","Nassella leucotricha","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-06-02,"OS","MS","High","Scavenger","Non plant",NA,0.19
2019-07-21,"OS","MH","High","Herbivore","Eryngium leavenworthii","PD",0
2019-07-21,"OS","MH","High","Herbivore","Erigeron sp","ND",0
2019-06-02,"OS","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-06-02,"WP","CS","Low","Scavenger","Eriogonum longifolium","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Erioneuron pilosum",NA,0
2019-07-21,"WP","CH","Low","Herbivore","Ambrosia psilostachya","PD",0
2020-07-19,"OS","CO","Low","Open","Apiaceae sp","PD",0
2020-07-19,"OS","CO","Low","Open","Aristida purpurea_Aristida purpurascens",NA,0.19
2019-07-21,"OS","MH","High","Herbivore","Glandularia bipinnatifida","PD",0
2019-06-02,"OS","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-06-02,"OS","MS","High","Scavenger","Cassia marilandica","PY",0
2019-06-02,"OS","MS","High","Scavenger","Packera obovata","ND",0
2019-07-21,"OS","MH","High","Herbivore","Hymenopappus tenuifolius",NA,0
2019-07-21,"WP","CH","Low","Herbivore","Bothriochloa ischaemum","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Krameria lanceolata","PD",0
2019-05-05,"WP","MO","High","Open","Sisyrinchium sp","PD",0
2019-05-05,"WP","MO","High","Open","Solidago sp","PD",0
2019-05-05,"WP","MO","High","Open","Sporobolus compositus","PD",0
2019-07-21,"WP","CH","Low","Herbivore","Castilleja sp","PD",0
2019-07-21,"OS","MH","High","Herbivore","Lobelia sp","PD",0
2019-07-21,"OS","MH","High","Herbivore","Lolium perenne","PD",0
2019-07-21,"WP","CH","Low","Herbivore","Convolvulus equitans","PY",0
2019-05-05,"WP","MO","High","Open","Tragia ramosa",NA,0.13
2019-05-05,"WP","MO","High","Open","Unknown plant",NA,0
2019-06-02,"WP","REF","Reference","Herbivore","Dalea purpurea","PY",0
2019-05-05,"WP","MO","High","Open","Verbena halei","PD",0
2019-06-02,"OS","MS","High","Scavenger","Vicia sp","PY",0
2019-06-02,"OS","MS","High","Scavenger","Oxalis sp","ND",0
2019-07-21,"OS","MH","High","Herbivore","Opuntia sp","PD",0.06
2019-07-21,"OS","MS","High","Scavenger","Agalinis heterophylla","PD",0
2019-07-21,"WP","CH","Low","Herbivore","Eriogonum longifolium","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Panicum sp","PD",0.06
2019-07-21,"WP","CH","Low","Herbivore","Chamaesyce sp",NA,0
2019-07-21,"OS","MS","High","Scavenger","Andropogon sp","PD",0
2020-07-19,"OS","CO","Low","Open","Gaura sp","PD",0
2019-07-21,"OS","MH","High","Herbivore","Sabatia campestris","PD",0
2019-07-21,"OS","MS","High","Scavenger","Asclepias asperula","ND",0
2019-07-21,"OS","MS","High","Scavenger","Asclepias verticillata","PD",0
2019-07-21,"OS","MH","High","Herbivore","Packera obovata","ND",0
2019-07-21,"OS","MH","High","Herbivore","Setaria sp","PD",0
2019-07-21,"OS","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2019-06-02,"WP","CS","Low","Scavenger","Sida sp","PY",0
2019-06-02,"WP","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2019-06-02,"WP","MO","High","Open","Bothriochloa saccharoides","PD",0
2019-06-02,"WP","REF","Reference","Herbivore","Lesquerella sp","PD",0
2019-07-21,"WP","CH","Low","Herbivore","Linum sp","PD",0
2019-07-21,"OS","MS","High","Scavenger","Cirsium texanum","PD",0
2019-07-21,"OS","MS","High","Scavenger","Trifolium sp","PY",0
2019-07-21,"OS","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-06-02,"WP","CS","Low","Scavenger","Tragia ramosa",NA,0
2019-06-02,"WP","MO","High","Open","Croton sp","PD",0
2019-06-02,"WP","MO","High","Open","Dalea purpurea","PY",0
2019-06-02,"WP","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2019-07-21,"OS","MS","High","Scavenger","Engelmannia peristenia","PD",0
2019-07-21,"OS","MS","High","Scavenger","Eragrostis curtipedicellata","PD",0
2019-07-21,"OS","MS","High","Scavenger","Eryngium leavenworthii","PD",0
2020-07-19,"OS","MH","High","Herbivore","Agalinis heterophylla","PD",0.06
2019-07-21,"OS","MS","High","Scavenger","Eriogonum longifolium","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Allium sp","PD",0
2019-07-21,"WP","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2019-07-21,"OS","MS","High","Scavenger","Evax verna","PD",0
2020-07-19,"OS","CO","Low","Open","Pyrrhopappus carolinianus","PD",0
2020-07-19,"OS","MH","High","Herbivore","Aristida purpurea_Aristida purpurascens",NA,0
2019-07-21,"OS","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2019-07-21,"OS","MS","High","Scavenger","Houstonia pusilla","PD",0
2019-07-21,"OS","MS","High","Scavenger","Hedeoma drummondii",NA,0
2019-07-21,"OS","MS","High","Scavenger","Helianthus hirsutus","PD",0
2019-07-21,"OS","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2019-07-21,"WP","CS","Low","Scavenger","Bothriochloa ischaemum","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Bothriochloa laguroides","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Bothriochloa saccharoides","PD",0
2019-06-02,"WP","MO","High","Open","Lesquerella sp","PD",0
2019-07-21,"WP","CH","Low","Herbivore","Stylosanthes biflora","PY",0
2019-07-21,"WP","CH","Low","Herbivore","Thelesperma filifolium",NA,0.81
2020-07-19,"OS","MH","High","Herbivore","Trifolium sp","PY",0
2019-07-21,"OS","MS","High","Scavenger","Lolium perenne","PD",0
2019-07-21,"WP","CH","Low","Herbivore","Tragia ramosa",NA,0
2019-06-02,"WP","MO","High","Open","Lamiaceae sp",NA,0
2019-06-02,"WP","MO","High","Open","Bryophyta sp",NA,0
2019-06-02,"WP","MO","High","Open","Nassella leucotricha","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2019-07-21,"OS","MS","High","Scavenger","Non plant",NA,0.19
2020-07-19,"OS","MH","High","Herbivore","Eryngium leavenworthii","PD",0
2020-07-19,"OS","MH","High","Herbivore","Erigeron sp","ND",0
2019-07-21,"OS","MS","High","Scavenger","Paronychia jamesii",NA,0
2019-07-21,"WP","CS","Low","Scavenger","Eriogonum longifolium","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Erioneuron pilosum",NA,0
2020-07-19,"WP","CH","Low","Herbivore","Ambrosia psilostachya","PD",0
2021-07-18,"OS","CO","Low","Open","Apiaceae sp","PD",0
2021-07-18,"OS","CO","Low","Open","Aristida purpurea_Aristida purpurascens",NA,0.25
2020-07-19,"OS","MH","High","Herbivore","Glandularia bipinnatifida","PD",0
2019-07-21,"OS","MS","High","Scavenger","Scutellaria ovata","PD",0
2019-07-21,"OS","MS","High","Scavenger","Cassia marilandica","PY",0
2019-07-21,"OS","MS","High","Scavenger","Packera obovata","ND",0
2020-07-19,"OS","MH","High","Herbivore","Hymenopappus tenuifolius",NA,0
2020-07-19,"WP","CH","Low","Herbivore","Bothriochloa ischaemum","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Krameria lanceolata","PD",0
2019-06-02,"WP","MO","High","Open","Sisyrinchium sp","PD",0
2019-06-02,"WP","MO","High","Open","Solidago sp","PD",0
2019-06-02,"WP","MO","High","Open","Sporobolus compositus","PD",0
2020-07-19,"WP","CH","Low","Herbivore","Castilleja sp","PD",0
2020-07-19,"OS","MH","High","Herbivore","Lobelia sp","PD",0
2020-07-19,"OS","MH","High","Herbivore","Lolium perenne","PD",0
2020-07-19,"WP","CH","Low","Herbivore","Convolvulus equitans","PY",0
2019-06-02,"WP","MO","High","Open","Tragia ramosa",NA,0.13
2019-06-02,"WP","MO","High","Open","Unknown plant",NA,0
2019-07-21,"WP","REF","Reference","Herbivore","Dalea purpurea","PY",0
2019-06-02,"WP","MO","High","Open","Verbena halei","PD",0
2019-07-21,"OS","MS","High","Scavenger","Vicia sp","PY",0
2019-07-21,"OS","MS","High","Scavenger","Oxalis sp","ND",0
2020-07-19,"OS","MH","High","Herbivore","Opuntia sp","PD",0.06
2020-07-19,"OS","MS","High","Scavenger","Agalinis heterophylla","PD",0
2020-07-19,"WP","CH","Low","Herbivore","Eriogonum longifolium","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Panicum sp","PD",0.06
2020-07-19,"WP","CH","Low","Herbivore","Chamaesyce sp",NA,0
2020-07-19,"OS","MS","High","Scavenger","Andropogon sp","PD",0
2021-07-18,"OS","CO","Low","Open","Gaura sp","PD",0
2020-07-19,"OS","MH","High","Herbivore","Sabatia campestris","PD",0
2020-07-19,"OS","MS","High","Scavenger","Asclepias asperula","ND",0
2020-07-19,"OS","MS","High","Scavenger","Asclepias verticillata","PD",0
2020-07-19,"OS","MH","High","Herbivore","Packera obovata","ND",0
2020-07-19,"OS","MH","High","Herbivore","Setaria sp","PD",0
2020-07-19,"OS","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2019-07-21,"WP","CS","Low","Scavenger","Sida sp","PY",0.13
2019-07-21,"WP","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2019-07-21,"WP","MO","High","Open","Bothriochloa saccharoides","PD",0
2019-07-21,"WP","REF","Reference","Herbivore","Lesquerella sp","PD",0
2020-07-19,"WP","CH","Low","Herbivore","Linum sp","PD",0.19
2020-07-19,"OS","MS","High","Scavenger","Cirsium texanum","PD",0
2020-07-19,"OS","MS","High","Scavenger","Trifolium sp","PY",0
2020-07-19,"OS","MS","High","Scavenger","Convolvulus equitans","PY",0
2019-07-21,"WP","CS","Low","Scavenger","Tragia ramosa",NA,0
2019-07-21,"WP","MO","High","Open","Croton sp","PD",0
2019-07-21,"WP","MO","High","Open","Dalea purpurea","PY",0
2019-07-21,"WP","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2020-07-19,"OS","MS","High","Scavenger","Engelmannia peristenia","PD",0
2020-07-19,"OS","MS","High","Scavenger","Eragrostis curtipedicellata","PD",0.13
2020-07-19,"OS","MS","High","Scavenger","Eryngium leavenworthii","PD",0
2021-07-18,"OS","MH","High","Herbivore","Agalinis heterophylla","PD",0
2020-07-19,"OS","MS","High","Scavenger","Eriogonum longifolium","PD",0
2020-07-19,"WP","CS","Low","Scavenger","Allium sp","PD",0
2020-07-19,"WP","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2020-07-19,"OS","MS","High","Scavenger","Evax verna","PD",0
2021-07-18,"OS","CO","Low","Open","Pyrrhopappus carolinianus","PD",0
2021-07-18,"OS","MH","High","Herbivore","Aristida purpurea_Aristida purpurascens",NA,0
2020-07-19,"OS","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2020-07-19,"OS","MS","High","Scavenger","Houstonia pusilla","PD",0
2020-07-19,"OS","MS","High","Scavenger","Hedeoma drummondii",NA,0
2020-07-19,"OS","MS","High","Scavenger","Helianthus hirsutus","PD",0
2020-07-19,"OS","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2020-07-19,"WP","CS","Low","Scavenger","Bothriochloa ischaemum","PD",0
2020-07-19,"WP","CS","Low","Scavenger","Bothriochloa laguroides","PD",0
2020-07-19,"WP","CS","Low","Scavenger","Bothriochloa saccharoides","PD",0
2019-07-21,"WP","MO","High","Open","Lesquerella sp","PD",0
2020-07-19,"WP","CH","Low","Herbivore","Stylosanthes biflora","PY",0
2020-07-19,"WP","CH","Low","Herbivore","Thelesperma filifolium",NA,0
2021-07-18,"OS","MH","High","Herbivore","Trifolium sp","PY",0
2020-07-19,"OS","MS","High","Scavenger","Lolium perenne","PD",0
2020-07-19,"WP","CH","Low","Herbivore","Tragia ramosa",NA,0
2019-07-21,"WP","MO","High","Open","Lamiaceae sp",NA,0
2019-07-21,"WP","MO","High","Open","Bryophyta sp",NA,0
2019-07-21,"WP","MO","High","Open","Nassella leucotricha","PD",0
2020-07-19,"WP","CS","Low","Scavenger","Dyschoriste linearis",NA,0
2020-07-19,"OS","MS","High","Scavenger","Non plant",NA,0.06
2021-07-18,"OS","MH","High","Herbivore","Eryngium leavenworthii","PD",0
2021-07-18,"OS","MH","High","Herbivore","Erigeron sp","ND",0
2020-07-19,"OS","MS","High","Scavenger","Paronychia jamesii",NA,0.06
2020-07-19,"WP","CS","Low","Scavenger","Eriogonum longifolium","PD",0
2020-07-19,"WP","CS","Low","Scavenger","Erioneuron pilosum",NA,0
2021-07-18,"WP","CH","Low","Herbivore","Ambrosia psilostachya","PD",0
2019-03-17,"OS","CS","Low","Scavenger","Apiaceae sp","PD",0
2019-03-17,"OS","CS","Low","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2021-07-18,"OS","MH","High","Herbivore","Glandularia bipinnatifida","PD",0
2020-07-19,"OS","MS","High","Scavenger","Scutellaria ovata","PD",0
2020-07-19,"OS","MS","High","Scavenger","Cassia marilandica","PY",0
2020-07-19,"OS","MS","High","Scavenger","Packera obovata","ND",0
2021-07-18,"OS","MH","High","Herbivore","Hymenopappus tenuifolius",NA,0
2021-07-18,"WP","CH","Low","Herbivore","Bothriochloa ischaemum","PD",0.06
2020-07-19,"WP","CS","Low","Scavenger","Krameria lanceolata","PD",0
2019-07-21,"WP","MO","High","Open","Sisyrinchium sp","PD",0
2019-07-21,"WP","MO","High","Open","Solidago sp","PD",0
2019-07-21,"WP","MO","High","Open","Sporobolus compositus","PD",0
2021-07-18,"WP","CH","Low","Herbivore","Castilleja sp","PD",0
2021-07-18,"OS","MH","High","Herbivore","Lobelia sp","PD",0
2021-07-18,"OS","MH","High","Herbivore","Lolium perenne","PD",0
2021-07-18,"WP","CH","Low","Herbivore","Convolvulus equitans","PY",0
2019-07-21,"WP","MO","High","Open","Tragia ramosa",NA,0
2019-07-21,"WP","MO","High","Open","Unknown plant",NA,0
2020-07-19,"WP","REF","Reference","Herbivore","Dalea purpurea","PY",0
2019-07-21,"WP","MO","High","Open","Verbena halei","PD",0
2020-07-19,"OS","MS","High","Scavenger","Vicia sp","PY",0
2020-07-19,"OS","MS","High","Scavenger","Oxalis sp","ND",0
2021-07-18,"OS","MH","High","Herbivore","Opuntia sp","PD",0.12
2021-07-18,"OS","MS","High","Scavenger","Agalinis heterophylla","PD",0
2021-07-18,"WP","CH","Low","Herbivore","Eriogonum longifolium","PD",0
2020-07-19,"WP","CS","Low","Scavenger","Panicum sp","PD",0.19
2021-07-18,"WP","CH","Low","Herbivore","Chamaesyce sp",NA,0
2021-07-18,"OS","MS","High","Scavenger","Andropogon sp","PD",0
2019-03-17,"OS","CS","Low","Scavenger","Gaura sp","PD",0
2021-07-18,"OS","MH","High","Herbivore","Sabatia campestris","PD",0
2021-07-18,"OS","MS","High","Scavenger","Asclepias asperula","ND",0
2021-07-18,"OS","MS","High","Scavenger","Asclepias verticillata","PD",0
2021-07-18,"OS","MH","High","Herbivore","Packera obovata","ND",0.06
2021-07-18,"OS","MH","High","Herbivore","Setaria sp","PD",0
2021-07-18,"OS","MS","High","Scavenger","Bothriochloa ischaemum","PD",0
2020-07-19,"WP","CS","Low","Scavenger","Sida sp","PY",0
2020-07-19,"WP","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2020-07-19,"WP","MO","High","Open","Bothriochloa saccharoides","PD",0
2020-07-19,"WP","REF","Reference","Herbivore","Lesquerella sp","PD",0
2021-07-18,"WP","CH","Low","Herbivore","Linum sp","PD",0
2021-07-18,"OS","MS","High","Scavenger","Cirsium texanum","PD",0
2021-07-18,"OS","MS","High","Scavenger","Trifolium sp","PY",0
2021-07-18,"OS","MS","High","Scavenger","Convolvulus equitans","PY",0
2020-07-19,"WP","CS","Low","Scavenger","Tragia ramosa",NA,0
2020-07-19,"WP","MO","High","Open","Croton sp","PD",0.38
2020-07-19,"WP","MO","High","Open","Dalea purpurea","PY",0
2020-07-19,"WP","REF","Reference","Herbivore","Nassella leucotricha","PD",0
2021-07-18,"OS","MS","High","Scavenger","Engelmannia peristenia","PD",0
2021-07-18,"OS","MS","High","Scavenger","Eragrostis curtipedicellata","PD",0
2021-07-18,"OS","MS","High","Scavenger","Eryngium leavenworthii","PD",0
2019-03-17,"OS","MO","High","Open","Agalinis heterophylla","PD",0
2021-07-18,"OS","MS","High","Scavenger","Eriogonum longifolium","PD",0
2021-07-18,"WP","CS","Low","Scavenger","Allium sp","PD",0
2021-07-18,"WP","CH","Low","Herbivore","Phyllanthus polygonoides",NA,0
2021-07-18,"OS","MS","High","Scavenger","Evax verna","PD",0
2019-03-17,"OS","CS","Low","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-03-17,"OS","MO","High","Open","Aristida purpurea_Aristida purpurascens",NA,0.06
2021-07-18,"OS","MS","High","Scavenger","Glandularia bipinnatifida","PD",0
2021-07-18,"OS","MS","High","Scavenger","Houstonia pusilla","PD",0
2021-07-18,"OS","MS","High","Scavenger","Hedeoma drummondii",NA,0
2021-07-18,"OS","MS","High","Scavenger","Helianthus hirsutus","PD",0
2021-07-18,"OS","MS","High","Scavenger","Hymenopappus tenuifolius",NA,0
2021-07-18,"WP","CS","Low","Scavenger","Bothriochloa ischaemum","PD",0
2021-07-18,"WP","CS","Low","Scavenger","Bothriochloa laguroides","PD",0
2021-07-18,"WP","CS","Low","Scavenger","Bothriochloa saccharoides","PD",0
2020-07-19,"WP","MO","High","Open","Lesquerella sp","PD",0
2021-07-18,"WP","CH","Low","Herbivore","Stylosanthes biflora","PY",0
2021-07-18,"WP","CH","Low","Herbivore","Thelesperma filifolium",NA,0.5
2019-03-17,"OS","MO","High","Open","Trifolium sp","PY",0
2021-07-18,"OS","MS","High","Scavenger","Lolium perenne","PD",0
2021-07-18,"WP","CH","Low","Herbivore","Tragia ramosa",NA,0
2020-07-19,"WP","MO","High","Open","Lamiaceae sp",NA,0
2020-07-19,"WP","MO","High","Open","Bryophyta sp",NA,0
2020-07-19,"WP","MO","High","Open","Nassella leucotricha","PD",0
2021-07-18,"WP","CS","Low","Scavenger","Dyschoriste linearis",NA,0.19
2021-07-18,"OS","MS","High","Scavenger","Non plant",NA,0.56
2019-03-17,"OS","MO","High","Open","Eryngium leavenworthii","PD",0
2019-03-17,"OS","MO","High","Open","Erigeron sp","ND",0
2021-07-18,"OS","MS","High","Scavenger","Paronychia jamesii",NA,0.06
2021-07-18,"WP","CS","Low","Scavenger","Eriogonum longifolium","PD",0
2021-07-18,"WP","CS","Low","Scavenger","Erioneuron pilosum",NA,0
2019-03-17,"WP","CO","Low","Open","Ambrosia psilostachya","PD",0
2019-04-21,"OS","CS","Low","Scavenger","Apiaceae sp","PD",0
2019-04-21,"OS","CS","Low","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-03-17,"OS","MO","High","Open","Glandularia bipinnatifida","PD",0
2021-07-18,"OS","MS","High","Scavenger","Scutellaria ovata","PD",0
2021-07-18,"OS","MS","High","Scavenger","Cassia marilandica","PY",0
2021-07-18,"OS","MS","High","Scavenger","Packera obovata","ND",0
2019-03-17,"OS","MO","High","Open","Hymenopappus tenuifolius",NA,0
